disarm_id,name,url,summary,provides_tools,sector,primary_role,secondary_role,primary_subject,secondary_subject,volunteers,region,country,rand_list,credco_list,carnegie_list,twitter_handle,notes,Unnamed: 18
G000384,International Fact Checking Network (IFCN),https://www.poynter.org/ifcn/,The International Fact-Checking Network is a unit of the Poynter Institute dedicated to bringing together fact-checkers worldwide. The IFCN was launched in September 2015 to support a booming crop of fact-checking initiatives by promoting best practices and exchanges in this field.,Yes,Civil Society/NGO,Fact checking,Journalism,,,,Global,USA,Y,Y,Y,,,
G000385,International Forum for Democratic Studies (National Endowment for Democracy),https://www.ned.org/international-forum-for-democratic-studies/,The NED's International Forum for Democratic Studies is a leading center for analysis and discussion of the theory and practice of democracy around the world. The forum's areas of focus include authoritarian influence and the information space.,,Civil Society/NGO,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000386,International Institute for Democracy and Electoral Assistance (International IDEA),https://www.idea.int/,"International IDEA conducts research and builds capacity in electoral processes, constitution-building, political participation, and political representation. Through its work on ICT, Elections and Democracy, International IDEA has developed guidance on appropriate uses of social media in electoral contexts and has convened experts to discuss the spread of misinformation about voting registration and practices.",,Government,Public Policy,,Democracy,Civil Liberties (human rights),,Europe,Sweden,,N,Y,,,
G000387,International Republican Institute: Beacon Project (IRI),https://www.iribeaconproject.org/,"IRI has established the Beacon Project to address state-sponsored influence operations, particularly those emanating from Russia. The project identifies and exposes false or misleading information and helps facilitate a response with its local partners. The organization has also developed a media monitoring tool called >versus< that it shares with local media partners in Central and Eastern Europe. The Beacon Project is part of the Center for European Policy Analysis's #DisinfoNet.",Yes,Civil Society/NGO,Public Policy,Research (primary/secondary),Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000388,International Standard Content Code,,,,,,,,,,,,,Y,N,,,
G000389,Internet Archive TV News Archive,,,,,,,,,,,,,Y,N,,,
G000390,Internet Association,https://internetassociation.org/,,,,,,,,,,,,,,,,
G000391,Internet Health Report,,,,,,,,,,,,,Y,N,,,
G000392,INTERNETLAB: Law and Technology Research Center,http://www.internetlab.org.br/en/,"Through its project on Electoral Rights in the Digital Era, INTERNETLAB has convened experts in electoral law and experts on the digital environment to address issues like digital propaganda and the use of bots in elections. INTERNETLAB has also produced a guidebook for citizens navigating technology platforms titled ""Surviving on the Networks,"" and it runs a project titled Você na mira meant to empower citizens in the face of digital microtargeting during elections.",,Civil Society/NGO,,,Democracy,Civil Liberties (human rights),,South America,Brazil,,N,Y,,,
G000393,Internews Ukraine,https://internews.org/,"Internews Ukraine supports the development of free and independent media in Ukraine through advocacy, legislative efforts, training for journalists, and countering propaganda and misinformation online. The organization has created a communication strategy for advocating Ukraine's integration in the European Union and countering propaganda created by pro-Russian forces.",,Civil Society/NGO,Fact checking,Journalism,,,,Global,Ukraine,,N,Y,,,
G000394,InVid,https://www.invid-project.eu/,InVid is an EU-funded project dedicated to building a platform for assessing the reliability and authenticity of online video content.,Yes,Civil Society/NGO,Fact checking,Journalism,,,,Europe,,,Y,Y,,,
G000395,IP2 Location,https://ip2location.com,"P2 Location’s software identifies the geolocation of IP addresses, as well as whether the IP address is an anonymous proxy, VPN, or TOR IP address. It retrieves geolocation information with no explicit permission required from users.",Yes,Technology,,,,,,Asia,,,N,Y,,,
G000396,IREX,https://www.irex.org/,"IREX works globally to promote inclusive and democratic societies by creating informed, educated, and civically active citizenries. IREX has partner organizations located around the world to aid in developing capacity for independent media. IREX has implemented a Learn to Discern program for educating citizens in Ukraine about the threat of manipulative information and building digital literacy skills.",,Civil Society/NGO,Fact checking,Journalism,Democracy,Civil Liberties (human rights),,Global,USA,,N,Y,,,
G000397,ISAO,,,,,,,,,,,,,,,,,
G000398,ISBA,,,,,,,,,,,,,,,,,
G000399,ISOC,https://www.internetsociety.org/,,,,,,,,,,,,,,,,
G000400,Istinomer,https://www.istinomer.rs/,,,,Fact checking,Journalism,,,,Europe,Serbia,,Y,N,,,
G000401,Istinomjer,https://istinomjer.ba/,,,,Fact checking,Journalism,,,,Europe,Bosnia and Herzegovina,,Y,N,,,
G000402,Istituto Affari Internazionali (IAI),https://www.iai.it/,"IAI provides research and analysis on issues in Italian public policy, international peace and security, and European integration. The organization's experts have published analysis on social media, truth, and European politics. IAI works with the German Marshall Fund to organize the Mercator European Dialogue, a network of members of European parliaments that meets to discuss public policy issues. Through the program, the German Marshall Fund and its partners convened policymakers to discuss disinformation and fake news in European elections in May 2019.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Italy,,N,Y,,,
G000403,Italian Postal and Communications Police Service (Polizia Postale e delle Comunicazioni),https://www.commissariatodips.it/,"In advance of elections in 2018, the Italian government established an online platform where citizens can report false or misleading information and request verification. The platform is managed by the Postal and Communications Police Service, which is responsible for information and communications technology-related crimes.",,Government,Fact checking,Journalism,,,,Europe,Italy,,N,Y,,,
G000404,İzlemedeyiz,http://izlemedeyiz.org/en/#intro,"İzlemedeyiz is dedicated to increasing transparency and accountability in the Turkish government through providing information for private sector entities about government activities. The organization also runs Doğruluk Payı, which conducts fact-checking.",,Civil Society/NGO,Public Policy,Fact checking,Democracy,Civil Liberties (human rights),,Asia,Turkey,,N,Y,,,
G000405,Jigsaw,https://jigsaw.google.com/,"Jigsaw employs scientists, engineers, researchers, designers, and policy experts to create online tools and platforms dedicated to addressing repressive censorship, online harassment, violent extremism, and injustice and corruption. Jigsaw has contributed data and conducted research on the topic of disinformation, deepfakes, and fake news. They have also partnered with the Duke Reporters' Lab to develop the ""Share the Facts"" widget to help Internet users share fact-checked information.",Yes,Technology,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000406,Jordanian Media Credibility Monitor (AKEED),https://akeed.jo/en,The Jordanian Media Credibility Monitor is a project of the Jordan Media Institute that aims to support the development of quality media in Jordan.,,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Jordan,,Y,Y,,,
G000407,Journalist,,,,,,,,,,,,,Y,N,,,
G000408,Keyhole,https://keyhole.co/,"Keyhole provides a platform of tools to measure the impact of social campaigns. The company tracks, measures, and reports on the success of social campaigns. The company offers a real-time dashboard of metrics and analysis points. The solution focuses on hashtag and influencer data, and measures metrics such as reach, impressions, engagement and followers. Using this tool, users can set goals and calculate the impact and success of a social campaign on Twitter, Youtube, Instagram or Facebook.",Yes,Technology,,,,,,North America,Canada,,N,Y,,,
G000409,Kharon,https://www.kharon.com,Kharon is a research and analytics firm that generates insight about sanctions-related risk intelligence. Kharon works with financial services firms and other multinational institutions. Kharon utilizes a proprietary technology and a staff of expert analysts to identify and map connections between individuals and entities that have been sanctioned by different governments and international bodies and their associates.,Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000410,Kings College London: Centre for Strategic Communications,https://www.centreforstrat.com/,,,Education/academia,Research (primary/secondary),,,,,Europe,UK,,N,N,,,
G000411,"Knight commission on trust, media and democracy",,,,,,,,,,,,,Y,N,,,
G000412,Knight Foundation,,,,,,,,,,,,,,,,,
G000413,Knight Prototype Fund,,,,,,,,,,,,,Y,N,,,
G000414,Konrad-Adenauer-Stiftung,https://www.kas.de/,"Konrad-Adenauer-Stiftung is a political foundation that provides research and advocacy on German public policy issues. Its researchers have written on influence operations in Europe, fact-checking in Africa, and extremism online, among other topics related to disinformation and foreign interference.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Germany,,N,Y,,,
G000415,Kosh Archive (Tattle),https://tattle.co.in/products/kosh,"Main archive that contains content scraped from all the different sources- the Tattle Jod telegram bot, Fact-checking sites, social media and chat apps.",Yes,Technology,,,,,,Asia,India,,N,N,,,
G000416,Kremlin Watch,https://www.kremlinwatch.eu/,,,,,,,,,,,,,,,,
G000417,KRIK,,,,,Fact checking,Journalism,,,,Europe,Serbia,,N,N,,,
G000418,Krik,https://www.krik.rs/,"OCCRP's Crime and Corruption Reporting Network (KRIK) is dedicated to supporting Serbian investigative journalism. Comprised of both non-profit journalism centers and for-profit media organizations in the Balkans and Eastern Europe, OCCRP aims to use investigative reporting and fact-checking to expose and deter corruption.",Yes,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Serbia,,N,Y,,,
G000419,Krypometri,https://kallxo.com/krypometer/,"Krypometri is the fact-checking arm of Kallxo.com, an online platform edicated to reporting on corruption, organized crime, fraud, and abuse in Kosovo. The organization is a member of the International Fact-Checking Network.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Kosovo,,Y,Y,,,
G000420,La Chistera,,,,,,,,,,,,,Y,N,,,
G000421,La Voce,https://www.lavoce.info/,La Voce is an Italian online news platform and a former member of the International Fact-Checking Network.,,Media,Fact checking,Journalism,,,,Europe,Italy,,Y,Y,,,
G000422,Labor of Love,,,Yes,,,,,,,,,,,,,,
G000423,Latvia,,,,,,,,,,,,,,,,,
G000424,Le Monde (Les Décodeurs),https://www.lemonde.fr/les-decodeurs/,Le Monde's Les Décodeurs is the French newspaper's fact-checking platform and is one of Facebook's Third-Party Fact-Checkers.,,Media,Fact checking,Journalism,,,,Europe,France,,Y,Y,,,
G000425,Lead Stories,https://leadstories.com/,Lead Stories is an online platform that tracks trending news stories to identify and debunk false or misleading information as quickly as possible. The organization is one of Facebook's Third-Party Fact Checkers.,,Civil Society/NGO,Fact checking,Journalism,,,,Global,USA,,Y,Y,,,
G000426,Les Decrypteurs,https://ici.radio-canada.ca/decrypteurs,,,,,,,,,North America,Canada,,N,N,,,
G000427,Les Observateurs (France 24),https://observers.france24.com/en/,Les Observateurs is a project of France 24 that is dedicated to empowering citizen journalists by verifying and publishing eyewitness accounts of news stories. The platform is part of the International Fact-Checking Network and is one of Facebook's Third-Party Fact-Checkers.,,Media,Fact checking,Journalism,,,,Europe,France,,N,Y,,,
G000428,Leviathan,,,,,,,,,,,,,,,,,
G000429,Libération (Check News),"https://www.liberation.fr/desintox,99721",Libération's CheckNews is the current fact-checking platform for the French newspaper and is one of Facebook's Third-Party Fact-Checkers.,,Media,Fact checking,Journalism,,,,Europe,France,,Y,Y,,,
G000430,Lie Detectors,https://lie-detectors.org,"Lie Detectors' news literacy project aims to turn schoolchildren in Europe aged 10-15 into powerful lie detectors and critical thinkers, empowering them to understand news media, make informed choices and resist peer pressure as they assemble their worldview.",,Civil Society/NGO,Societal Resilience,,,,,Europe,Belgium,,N,Y,,,
G000431,Linterna Verde,https://linternaverde.co/,"Linterna Verde provides research and analysis on issues concerning information and debate online, private and public regulation of the online information space, and civil rights and liberties. One of its ongoing projects concerns the dynamics of political messaging on WhatsApp.",,Civil Society/NGO,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,South America,Colombia,,N,Y,,,
G000432,Logically,https://www.logically.ai/,"Logically builds products and services to meet modern challenges in combating misinformation, disinformation, propaganda campaigns and identifying problematic content in the digital domain space.",Yes,Technology,,,,,,Global,UK,,N,Y,,,
G000433,London Institute for Contemporary Christianity (LICC),https://licc.org.uk/,,,,,,,,,Europe,UK,,,,,,
G000434,London School of Economics (LSE),,,,,,,,,,Europe,UK,,,,,,
G000435,London School of Economics: Arena (Institute of Global Affairs),http://www.lse.ac.uk/iga/arena,"Housed at the Institute of Global Affairs, Arena is a programme dedicated to overcoming the challenges of disinformation. The aim of the Arena programme is to use high-quality research, analysis and evaluation to create effective best practices that can then be disseminated to journalists, public diplomacy teams and civic groups.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,Europe,UK,,Y,Y,,,
G000436,London School of Economics: Department of Media and Communications,http://www.lse.ac.uk/media-and-communications/truth-trust-and-technology-commission,"The LSE Truth, Trust and Technology (T3) Commission deals with the crisis in public information. They work with experts, practitioners and the public to identify structural causes of media misinformation and set out a new framework for strategic policy in a report. T3 is funded by the LSE Knowledge Exchange & Impact Fund.",,Education/academia,Research (primary/secondary),Journalism,,,,Europe,UK,,N,Y,,,
G000437,"London School of Economics: Truth, Trust and Technology (T3) Commission",,,,,,,,,,Europe,UK,,,,,,
G000438,Loughborough University,,,,,,,,,,Europe,UK,,,,,,
G000439,Lui President,,,,,,,,,,,,,Y,N,,,
G000440,Luminate,,,,,Funders,,,,,Europe,UK,,,,,,
G000441,Lund University: Department of Strategic Communication (Lunds Universitet Strategisk Kommunikation),https://www.isk.lu.se/en/research/research-projects/countering-disinformation-protecting-elections,"Lund University's Department of Strategic Communication has been commissioned by more than a dozen organizations including the UK Cabinet Office and Foreign & Commonwealth Office, Swedish Civil Contingencies Agency (MSB), EU-NATO Hybrid Centre of Excellence and NATO Strategic Communication Centre of Excellence to produce hands-on guidance, processes and training to counter influence operations.",,Education/academia,Research (primary/secondary),Public Policy,,,,Europe,Sweden,,N,Y,,,
G000442,Mafindo,https://www.mafindo.or.id/,Mafindo is an organization dedicated to fact-checking and exposing hoaxes in Indonesian media and one of Facebook's Third-Party Fact-Checkers.,,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Indonesia,,Y,Y,,,
G000443,Main Street One,https://mainstreet.one/,Main Street One is a technology company dedicated to identifying online narratives and producing countermessaging on behalf of clients.,Yes,Technology,,,,,,Global,USA,,Y,Y,,,
G000444,Maldito Bulo,https://maldita.es/malditobulo/,Maldito Bulo conducts fact-checking of stories circulating online and creates web-based tools to help news consumers identify false or misleading information. Maldito Bulo is one of Facebook's Third-Party Fact-Checkers and a member of the International Fact-Checking Network. The organization also runs training programs at universities and other public and private institutions.,,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Spain,,Y,Y,,,
G000445,Manipulátoři,https://manipulatori.cz/,"Manipulátoři provides perspective and insights on politics and strategic communications at a time of rampant disinformation, misinformation, and fake news.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Czech Republic,,N,Y,,,
G000446,Markkula Center for Applied Ethics,,,,,,,,,,,,,Y,N,,,
G000447,Marvelous AI,https://marvelous.ai/,Marvelous AI is a technology company that is dedicated to identifying and analyzing online narratives and their imapct on public discourse.,Yes,Technology,,,,,,Global,USA,,Y,Y,,,
G000448,Masaryk University: Department of Political Science (Masarykova Univerzita Katedra Politologie),https://www.fakescape.cz/en,"Masaryk University developed Fakescape, an escape game for high school students designed to teach media literacy and critical thinking skills.",Yes,Education/academia,Societal Resilience,,,,,Europe,Czech Republic,,N,Y,,,
G000449,McKinsey,,Mike Chui,,,,,,,,,,,,,,,
G000450,Media Cloud,,,,,,,,,,,,,Y,N,,,
G000451,Media Legal Defence Initiative (MLDI),https://www.mediadefence.org/,"MLDI is an organization dedicated to providing legal defense in support of freedom of the press around the world. Alongside the Reporters Committee for Freedom of the Press and the International Fact-Checking Network, MLDI helped set up the Fact-checkers Legal Support Initiative. MLDI also partners with organizations around the world dedicating to advancing legal protection for journalists and developing independent media organizations.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,UK,,N,Y,,,
G000452,Media Literacy for Citizenship (EAVI),https://eavi.eu/,"EAVI is an organization that conducts research and advocacy on media literacy in Europe. EAVI has conducted research to define and measure media literacy in Europe and provided policy recommendations for advancing media literacy in the bloc, and the organization creates curriculum and online tools for educating young people about media literacy.",,Civil Society/NGO,Public Policy,Education (public),,,,Europe,Belgium,,N,Y,,,
G000453,Media Manipulation and Disinformation Online,,,,,,,,,,,,,Y,N,,,
G000454,Media Monitoring Africa (MMA),"
https://mediamonitoringafrica.org/","MMA promotes access to media and media freedom and conducts monitoring and evaluation of media quality in South Africa, especially during elections. The organization also provides monitoring assistance to other organizations, media literacy training, training for journalists covering human rights issues, and online tools for citizens seeking to improve media literacy and strengthen journalistic accountability.",,Civil Society/NGO,Fact checking,Journalism,,,,Africa,South Africa,,N,Y,,,
G000455,Media Ownership Monitor,,,,,,,,,,,,,Y,N,,,
G000456,Media Well,,,,,,,,,,,,,Y,N,,,
G000457,MediaBias Fact Check,https://mediabiasfactcheck.com,"Media Bias/Fact Check (MBFC), founded in 2015, is an independent online media outlet. MBFC is dedicated to educating the public on media bias and deceptive news practices.",,Media,Fact checking,Journalism,,,,North America,USA,,N,Y,,,
G000458,MediaLab (Agence France Presse),https://www.afp.com/en/agency/medialab,"AFP is a leading global news agency providing fast, comprehensive and verified coverage of the events shaping our world and of the issues affecting our daily lives. Drawing from an unparalleled news gathering network across 151 countries, AFP is also a world leader in digital verification. With 2,400 staff representing 100 different nationalities, AFP covers the world in six languages, with a unique quality of multimedia storytelling spanning video, text, photos and graphics.",,Media,Fact checking,Journalism,,,,Europe,France,,N,Y,,,
G000459,MediaMath,,,,,,,,,,,,,,,,,
G000460,Medium,,,,,,,,,,,,,,,,,
G000461,Meedan,https://meedan.com,,Yes,,,,,,,,,,,,,,
G000462,Meedan.org,https://meedan.com/,"Meedan.org is a nonprofit that creates tools for journalists and translators. One of its projects, Check, has focused on providing online tools and training resources for journalists to combat the spread of false or misleading information. The organization also runs a Credibility Coalition, aimed at creating a holistic framework for assessing credibility in the media context, and a Content Moderation Project, which addresses technical and theoretical issues related to the practice of content moderation online.",Yes,Civil Society/NGO,Fact checking,Journalism,,,,Global,USA,,Y,Y,,,
G000463,Memex,,,,,,,,,,,,,Y,N,,,
G000464,Memo 98,http://memo98.sk/,"MEMO 98 is an organization that monitors media, largely during elections, and provides monitoring reports and recommendations on media legislation to international institutions and civil society groups. The organization also provides training and capacity-building support to national organizations conducting media evaluation. Memo 98 works with the Organization for Security and Cooperation in Europe on their international election observation efforts.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Slovakia,,N,Y,,,
G000465,Mention,https://mention.com/en/,"Mention is a social media and web monitoring tool offering real-time alerts for keywords and allowing users to monitor millions of sources.
 The company monitors popular sites such as Facebook, Instagram, Twitter, and Pinterest in order to alert users when keywords are used.",Yes,Technology,,,,,,Europe,,,N,Y,,,
G000466,MentionMapp Analytics,https://mentionmapp.com/,"Mentionmapp technology enables visualization of the spread of Twitter trends, including identification of influencers. They also offer services to aid analysis of bot activity.",Yes,Technology,,,,,,North America,Canada,,N,Y,,,
G000467,Metafact,,,,,,,,,,,,,Y,N,,,
G000468,Metro (Viralgranskaren),https://www.metro.se/viralgranskaren,"Through its Viralgranskaren (Viral Reviewer), Metro conducts fact-checking and organizes a list of sites that produce satirical news that is sometimes mistaken for true information or that produce deliberately false and misleading information. The organization is part of the International Fact-Checking Network.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Sweden,,N,Y,,,
G000469,Mexico,,,,,,,,,,,,,,,,,
G000470,MGP Fact Check,http://www.mygopen.com,"MGP Fact Check is an independent organization based in Hsinchu, Taiwan. Since 2015, they have been offering free fact checking services to users of Line, a popular messaging app in Taiwan.",,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Taiwan,,N,Y,,,
G000471,Microsoft Belgium: cybersecurity,,,,,,,,,,,,,,,,,
G000472,Microsoft: Defending Democracy Program,https://news.microsoft.com/on-the-issues/topic/defending-democracy-program/,"The Defending Democracy Program will work with stakeholders including governments, non-government organizations, academics and industry all in democratic countries globally to protect campaigns from hacking; increase political advertising transparency online; explore technological solutions to preserve and protect electoral processes; and defend against disinformation campaigns.",,Technology,,,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000473,Midstream Technology,http://midstream.us,"Midstream Technology's ""Aletheia"" algorithm is a method for identifying specific patterns and behaviors exhibited by networks of accounts in social media. The Aletheia platform can identify global behaviors indicative of astroturf campaigns. Then, using metadata and account posting patterns, identify which accounts are malicious bots gaming recommendation algorithms and which are genuine human run accounts. It can also pick up on rhetorical cues common in disinformation, such as sensationalization of information or pick up on behaviors from the network pushing the disinformation.",Yes,Technology,Investigations,,,,,North America,USA,,N,Y,,,
G000474,Mimikama,https://www.mimikama.at/,Mimikama conducts fact-checking and provides media literacy resources.,,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Austria,,N,Y,,,
G000475,Mind Over Media,https://propaganda.mediaeducationlab.com/node/1,"Mind Over Media: Analyzing Contemporary Propaganda is an online crowdsourced learning platform with over 3,500 examples of current propaganda from more than 40 countries, along with a suite of 9 lesson plans suitable for use in high school, college and with adult learners. The program is fully translated into Polish, Romanian, Croatian, Finnish, Swedish, French and Dutch.",,Civil Society/NGO,Societal Resilience,,,,,North America,USA,,N,Y,,,
G000476,Minnesota,,,,,,,,,,,,,,,,,
G000477,Misinfocon,,,,,,,,,,,,,Y,N,,,
G000478,Misinformation Solutions Forum,,,,,,,,,,,,,Y,N,,,
G000479,MIT: Center for Civic Media,https://civic.mit.edu,"Working at the intersection of participatory media and civic engagement, the Center for Civic Media's mission is to design, create, deploy, and assess tools and processes that support and foster civic participation and the flow of information between and within communities.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000480,MIT: Ethics & Governance of Artificial Intelligence Initiative (Media Lab),https://aiethicsinitiative.org,"The MIT Media Lab runs the Ethics & Governance of Artificial Intelligence Initiative in partnership with the Berkman Klein Center for Internet and Society. The initiative has addressed artificial intelligence's impact on the quality of media and the ethical, political, and technical questions associated with its impact. Through the Ethics & Governance of AI Initiative, MIT has provided financial support to projects at the intersection of media and technology, including a project to develop better tools for detecting deepfakes and a project for detecting misinformation on WhatsApp.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000481,MIT: Laboratory for Social Machines (Media Lab),https://www.media.mit.edu/groups/social-machines/overview/,"The MIT Media Lab's Laboratory for Social Machines conducts research on human networks, natural language processing, network science, and machine learning.",,Education/academia,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000482,MIT: Viral Communications Research Group (Media Lab),https://www.media.mit.edu/,"The Viral Communication Research Group invents personal devices that contain your data and the rules for its use, and conducts video analysis based on machine learning to understand the subcarriers of information in the news and bottom-up civic mobilization tools that are locally and culturally responsive.",Yes,Education/academia,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000483,MITRE,,,Yes,,,,,,,,,,,,,,
G000484,Moat,,,,,,,,,,,,,,,,,
G000485,Moat/Oracle,,,,,,,,,,,,,,,,,
G000486,MOST,,,,,Fact checking,Journalism,,,,Europe,Macedonia,,N,N,,,
G000487,Mozilla,,,,,,,,,,,,,,,,,
G000488,Mozilla Foundation,https://foundation.mozilla.org/en/,,,,,,,,,,,,,,,,
G000489,Mozilla information trust initiative,,,,,,,,,,,,,Y,N,,,
G000490,Myth Detector (Media Development Foundation) (MDF),http://www.mdfgeorgia.ge/eng/home,"Through its Myth Detector website, MDF conducts fact-checking and provides quality information and teaching and training opportunities for Georgian youth. Through the Media & Information Literacy Lab, MDF provides media literacy games, curriculum, and training in support of anti-propaganda efforts. MDF also partners with European Values to build civil society capacity to respond to Kremlin-backed disinformation.",,Civil Society/NGO,Fact checking,Education (public),,,,Europe,Georgia,,Y,Y,,,
G000491,Mythos Labs,http://www.mythoslabs.org/,"Mythos Labs provides a tool called MIDAC to detect disinformation campaigns on social media, measure their impact, and then auto-generate counter narratives.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000492,MyWOT,,,,,,,,,,,,,Y,N,,,
G000493,National Autonomous University of Mexico: Civic Innovation Lab (UNAM),https://unamcivic.com/index.html,"The UNAM Civic Innovation Lab is a research laboratory at the National Autonomous University of Mexico (UNAM) that studies real world problems involving citizens, governments, and NGOs; and uses human centered design to create novel computational systems that address these problems to construct improved societies. Their civic tech research involves the areas of crowdsourcing, disinformation, and machine learning.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,Mexico,,N,Y,,,
G000494,National Chengchi University: Election Study Center,https://esc.nccu.edu.tw/eng/PageFront,"Elections are central to democratic politics. They offer citizens an opportunity to choose representatives and government officials, and provide governments with a legitimate basis for exercising power. The quality of elections has a direct effect on the nature of democracy itself. In recent years, Taiwan's political system has undergone a dramatic transition and has nearly completed the transition from authoritarianism to consolidated democracy. Since elections have played and will continue to play a key role in this process of democratization, it is essential to undertake continuous and systematic research into election practices in order to both strengthen the foundations of democracy and also to raise the quality of elections.",,Education/academia,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,Asia,Taiwan,,N,Y,,,
G000495,National Democratic Institute (NDI),https://www.ndi.org/infotegrity,"NDI's INFO/tegrity project provides research on disinformation vulnerability and resilience and emerging technologies, monitors disinformation and computational propaganda in elections, assists social media platforms and tech platforms, shares tools to detect and disrupt disinformation, and rebuilds trust in institutions and processes. In support of these efforts, NDI organized a Digital Disinformation Forum with academic and think tank partners in 2018. NDI has also released guidance for its elections programs concerning disinformation and electoral integrity and an awareness-raising document for staff and local partners.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,North America,USA,,N,Y,,,
G000496,NATO Stratcom,,,Yes,,,,,,,,,,,,,,
G000497,NATO: Strategic Communications Center of Excellence (StratCom COE),https://stratcomcoe.org/,"A part of NATO, the StratCom COE provides analysis, practical support, and conducts research and experimentation in communication to support member countries and NATO’s overall aims. This includes, for example, recent reports on disinformation in Sweden, measurement of the Russian Internet Research Agency’s impact in online conversations, strategic communication in the context of elections, a comprehensive study on hybrid threats, and the black market for social media manipulation, among other publications.",,Government,Research (primary/secondary),Public Policy,,,,Europe,Europe,,N,Y,,,
G000498,NESTA,,UK,,,,,,,,,UK,,,,,,
G000499,New America: Open Technology Institute,https://www.newamerica.org/oti/,"Through its Open Technology Institute, New America created the Ranking Digital Rights Project, which creates a corporate accountability index to assess technology companies and their commitments to human rights online, including freedom of expression.",,Civil Society/NGO,Research (primary/secondary),,,,,North America,USA,,Y,Y,,,
G000500,New America: Public Interest Technology Initiative,https://www.newamerica.org/public-interest-technology/,New America's Public Interest Technology Initiative published a policy paper in 2018 on digital advertising and its relationship to precision propaganda.,,Civil Society/NGO,Public Policy,,,,,North America,USA,,N,Y,,,
G000501,New Context,,,,,,,,,,,,,,,,,
G000502,New Eastern Europe (NEE),http://neweasterneurope.eu/,"NEE is interested in political and policy issues in Eastern European states that were at one time a part of the Soviet Union or a member of the Eastern Bloc. While not a formal scholarly journal, the periodical makes use of journalistic style to provide and explore expert commentary from experts, scholars, historians, and politicians in pertinent areas. NEE authors have increasingly written on the topic of disinformation.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,,,N,Y,,,
G000503,New York Times,,,,,,,,,,,,,,,,,
G000504,New York Times: News Provenance Project,https://www.newsprovenanceproject.com/,The News Provenance Project is dedicated to researching and developing ways to ensure that the context of visual content travels with that content.,,Civil Society/NGO,Research (primary/secondary),Journalism,,,,Global,USA,,Y,Y,,,
G000505,New York University,,,Yes,,,,,,,,,,,,,,
G000506,New York University: Center for Social Media and Politics (CSMaP),https://csmapnyu.org/,CSMaP studies the impact of social media on politics and develops new methods and technology tools to analyze the impact of social media on democracy. The organization houses the Social Media and Political Participation Lab and provides open-source data and tools for other researchers.,,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000507,New York University: The 100 Questions (GovLab),https://the100questions.org/about.html,"The 100 Questions Initiative seeks to map the world’s 100 most pressing, high-impact questions that could be answered if relevant datasets were leveraged in a responsible manner. The initiative's fifth domain focuses on identifying the top 10 questions related to disinformation:
 1) understanding the impact of disinformation on society,
 2) understanding disinformation as a social (engineering) phenomenon,
 3) improving information quality online and offline and
 4) evaluating the efficacy of different types of interventions against it.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000508,Newmark Foundation,,,,,,,,,,,,,,,,,
G000509,News Co/Lab,,,,,,,,,,,,,Y,N,,,
G000510,News Cube,,,,,,,,,,,,,Y,N,,,
