disarm_id,name,metatechnique,summary,actortypes,resources_needed,how_found,references,incident_ids,tactic,responsetype,notes,tags,techniques,longname
C00176,Improve Coordination amongst stakeholders: public and private,M007 - metatechnique,"Coordinated disinformation challenges are increasingly multidisciplinary, there are few organizations within the national security structures that are equipped with the broad-spectrum capability to effectively counter large-scale conflict short of war tactics in real-time. Institutional hurdles currently impede diverse subject matter experts, hailing from outside of the traditional national security and foreign policy disciplines (e.g., physical science, engineering, media, legal, and economics fields), from contributing to the direct development of national security countermeasures to emerging conflict short of war threat vectors. A Cognitive Security Action Group (CSAG), akin to the Counterterrorism Security Group (CSG), could drive interagency alignment across equivalents of DHS, DoS, DoD, Intelligence Community, and other implementing agencies, in areas including strategic narrative, and the nexus of cyber and information operations. ",,,2019-11-search,Dalton19,,TA01 Strategic Planning,D07,,action,"T0009 - Create fake experts
T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0013 - Create fake websites
T0014 - Create funding campaign
T0015 - Create hashtag
T0016 - Clickbait 
T0017 - Promote online funding
T0018 - Paid targeted ads
T0021 - Memes 
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0043 - Use SMS/WhatsApp/ Chat apps
T0056 - Dedicated channels disseminate information pollution
T0051 - Fabricate social media comment
T0049 - Flooding 
T0052 - Tertiary sites amplify news
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0055 - Use hashtag
T0058 - Legacy web content
T0057 - Organise remote rallies and events
T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0003 - Leverage existing narratives
T0010 - Cultivate ignorant agents
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0061 - Sell merchandising",C00176 - Improve Coordination amongst stakeholders: public and private
C00178,Fill information voids with non-disinformation content,"M009 - dilution, M008 - data pollution","1) Pollute the data voids with wholesome content (Kittens! Babyshark!). 2) fill data voids with relevant information, e.g. increase Russian-language programming in areas subject to Russian disinformation.  ",,,"2019-11-workshop, 2019-11-search",Rand2237,,TA05 Microtargeting,D04,,information,"T0016 - Clickbait 
T0017 - Promote online funding
T0018 - Paid targeted ads
T0020 - Trial content",C00178 - Fill information voids with non-disinformation content
C00182,Redirection / malware detection/ remediation,M005 - removal,"Detect redirction or malware, then quarantine or delete.  ",A027 - information security,,2019-11-search,Rand2237,,TA09 Exposure,D02,,action,"T0011 - Hijack legitimate account
T0054 - Twitter bots amplify",C00182 - Redirection / malware detection/ remediation
C00184,Media exposure,M003 - daylight,highlight misinformation activities and actors in media,,,2019-11-search,,"I00010,I00015,I00032,I00044",TA08 Pump Priming,D04,,information,"T0045 - Use fake experts
T0055 - Use hashtag
T0039 - Bait legitimate influencers
T0041 - Deny involvement
T0044 - Seed distortions
T0045 - Use fake experts
T0010 - Cultivate ignorant agents",C00184 - Media exposure
C00188,Newsroom/Journalist training to counter influence moves,M001 - resilience,"Includes SEO influence.   Includes promotion of a “higher standard of journalism”: journalism training “would be helpful, especially for the online community.  Includes Strengthen local media: Improve effectiveness of local media outlets. ","A021 - media organisation,A006 - educator",,2019-11-search,Rand2237,,TA08 Pump Priming,D03,,education,"T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0003 - Leverage existing narratives
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0045 - Use fake experts
T0008 - Create fake or imposter news sites
T0010 - Cultivate ignorant agents
T0039 - Bait legitimate influencers
T0046 - Search Engine Optimization
",C00188 - Newsroom/Journalist training to counter influence moves
C00189,Ensure that platforms are taking down flagged accounts,M003 - daylight,"Use ongoing analysis/monitoring of ""flagged"" profiles.  Confirm whether platforms are actively removing flagged accounts, and raise pressure via e.g. government organizations to encourage removal",,,2019-11-search,Rand2237,,TA15 - Establish Social Assets,D06,,action,"T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0011 - Hijack legitimate account
T0014 - Create funding campaign
T0009 - Create fake experts",C00189 - Ensure that platforms are taking down flagged accounts
C00190,open engagement with civil society,M001 - resilience,"Government open engagement with civil society as an independent check on government action and messaging. Government seeks to coordinate and synchronize narrative themes with allies and partners while calibrating action in cases where elements in these countries may have been co-opted by competitor nations. Includes “fight in the light”: Use leadership in the arts, entertainment, and media to highlight and build on fundamental tenets of democracy.",A015 - general public,,2019-11-search,"Dalton19, Hicks19",,TA01 Strategic Planning,D03,,action,"T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0003 - Leverage existing narratives
T0010 - Cultivate ignorant agents
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0025 - Leak altered documents",C00190 - open engagement with civil society
C00195,Redirect searches away from disinformation or extremist content ,M002 - diversion,Use Google AdWords to identify instances in which people search Google about particular fake-news stories or propaganda themes. Includes Monetize centrist SEO by subsidizing the difference in greater clicks towards extremist content. ,,R002 - funding,"2019-11-workshop, 2019-11-search",Rand2237,,TA07 Channel Selection,D02,,information,"T0010 - Cultivate ignorant agents
T0016 - Clickbait 
T0018 - Paid targeted ads
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0046 - Search engine optimization
T0055 - Use hashtag",C00195 - Redirect searches away from disinformation or extremist content 
C00197,remove suspicious accounts,M005 - removal,"Standard reporting for false profiles (identity issues).  Includes detecting hijacked accounts and reallocating them - if possible, back to original owners. ","A031 - social media platform administrator,A004 activist",R003 - money,"2019-11-search, 2019-11-workshop",,I00022,TA15 - Establish Social Assets,D02,,action,"T0009 - Create fake experts
T0007 - Create fake Social Media Profiles / Pages / Groups
T0011 - Hijack accounts",C00197 - remove suspicious accounts
C00200,Respected figure (influencer) disavows misinfo,M010 - countermessaging,FIXIT: standardize language used for influencer/ respected figure. ,A016 - influencer,,2019-11-search,,I00044,TA09 Exposure,D03,,information,"T0010 - Cultivate ignorant agents
T0027 - Adapt existing narratives
T0022 - Conspiracy narratives
T0045 - Use fake experts
T0025 - Leak altered documents",C00200 - Respected figure (influencer) disavows misinfo
C00202,Set data 'honeytraps',M002 - diversion,Set honeytraps in content likely to be accessed for disinformation. ,,,2019-11-search,,"I00004,I00022",TA06 Develop Content,D02,,action,T0025 - leak altered documents,C00202 - Set data 'honeytraps'
C00203,Stop offering press credentials to propaganda outlets,M004 - friction,Remove access to official press events from known misinformation actors. ,A018 - government,,2019-11-search,,I00022,TA15 Establish Social Assets,D03,,action,"T0010 - Cultivate ignorant agents
T0027 - Adapt existing narratives
T0022 - Conspiracy narratives
T0028 - Create competing narratives
T0039 - Bait legitimate influencers
T0045 - Use fake experts
T0056 - Dedicated channels disseminate information pollution
T0052 - Tertiary sites amplify news",C00203 - Stop offering press credentials to propaganda outlets
C00205,strong dialogue between the federal government and private sector to encourage better reporting,M007 - metatechnique,Increase civic resilience by partnering with business community to combat gray zone threats and ensuring adequate reporting and enforcement mechanisms. ,"A018 - government,A033 - social media platform owner,",,2019-11-search,Hicks19,,TA01 Strategic Planning,D03,,action,"T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0003 - Leverage existing narratives
T0022 - Conspiracy narratives
T0025 - Leak altered documents
T0027 - Adapt existing narratives",C00205 - strong dialogue between the federal government and private sector to encourage better reporting
C00207,Run a competing disinformation campaign - not recommended,M013 - targeting,,"A018 - government,A033 - social media platform owner",,2019-11-search,,I00042,TA02 Objective Planning,D07,,action,,C00207 - Run a competing disinformation campaign - not recommended
C00212,build public resilience by making civil society more vibrant,M001 - resilience,"Increase public service experience, and support wider civics and history education.","A006 - educator,A018 - government",,2019-11-search,Hicks19,,TA01 Strategic Planning,D03,,action,"T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0003 - Leverage existing narratives
T0010 - Cultivate ignorant agents
T0022 - Conspiracy narratives",C00212 - build public resilience by making civil society more vibrant
C00216,Use advertiser controls to stem flow of funds to bad actors,M014 - reduce resources,Prevent ad revenue going to disinformation domains,A023 - adtech provider,,2019-11-workshop,,,TA05 Microtargeting,D02,,action,"T0014 - Create funding campaign
T0016 - Clickbait 
T0017 - Promote online funding
T0061 - Sell merchandising
T0018 - Paid targeted ads
T0057 - Organise remote rallies and events",C00216 - Use advertiser controls to stem flow of funds to bad actors
C00219,Add metadata to content that’s out of the control of disinformation creators,M003 - daylight,"Steganography. Adding date, signatures etc to stop issue of photo relabelling etc. ",,,grugq,,,TA06 Develop Content,D04,,information,"T0024 - Create fake videos and images
T0026 - Create fake research
T0025 - Leak altered documents",C00219 - Add metadata to content that’s out of the control of disinformation creators
C00220,Develop a monitoring and intelligence plan,M007 - metatechnique,"Create a plan for misinformation and disinformation response, before it's needed.  Include connections / contacts needed, expected counteremessages etc. ",,,Counters cleanup,,,TA01 Strategic Planning,D03,,action,,C00220 - Develop a monitoring and intelligence plan
C00221,"Run a disinformation red team, and design mitigation factors",M007 - metatechnique,"Include PACE plans - Primary, Alternate, Contingency, Emergency",,,Counters cleanup,,,TA01 Strategic Planning,D03,,action,,"C00221 - Run a disinformation red team, and design mitigation factors"
C00222,Tabletop simulations,M007 - metatechnique,"Simulate misinformation and disinformation campaigns, and responses to them, before campaigns happen. ",,,,,,TA02 Objective Planning,D03,,education,,C00222 - Tabletop simulations
C00223,Strengthen Trust in social media platforms,M001 - resilience,Improve trust in the misinformation responses from social media and other platforms.  Examples include creating greater transparancy on their actions and algorithms. ,,,,,,TA01 Strategic Planning,D03,,action,,C00223 - Strengthen Trust in social media platforms
